(FileInfo(path=PosixPath('/Users/canadytw/Documents/GeraldCottrill-Conversation.pdf'), size=43556, hash='42913decc0c427e31860fcb2d52add615f894f899e775cf924a8cc41984e4455', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GeraldCottrill-Conversation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/BSCSSinclair_0.pdf'), size=61884, hash='1fcf91a8720f131289fc88c1143698f2eeb8adc681c864b46c2e7c768f1d3c50', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/BSCSSinclair_0.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/i HP StreamSmart 410 User Guide.pdf'), size=1084904, hash='d06a774ebd6217c0d248a59c7c3687d157af9d853f89f17e7097a89c898577d7', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/i HP StreamSmart 410 User Guide.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/HP Prime Graphing Calculator Users Guide.pdf'), size=10650097, hash='5f6c9509997bc492c5487d4e09ecb0ded81122cbc7f98ae7b608cfb27daef666', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/HP Prime Graphing Calculator Users Guide.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/backup.sh'), size=1133, hash='efbfd173a8772b9f75a68151076434027a77cde7c4d68cfdbe65432c4fbbb08f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/backup.sh'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/backup-plist.sh'), size=122, hash='c109dce90bce4aee0d6ce435d4e6479780b6c99f84e74dd22b9be9e7147d3b5b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/backup-plist.sh'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/HP Prime Graphing Calculator Quick Start Guide.pdf'), size=2364542, hash='a442152e503d15f5b43d37860c4a118d48ef5ed96b41f8a37eac89fb96c918b5', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/HP Prime Graphing Calculator Quick Start Guide.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/Microsoft Office-Win7 DreamSpark Premium.pdf'), size=201042, hash='4b96c56ac6836c43621b898c5a096717490ee996431cb3d841ade74446e4632d', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Microsoft Office-Win7 DreamSpark Premium.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/BSCEGSinclair_0.pdf'), size=60812, hash='ce238a9356aae0fa706330902bb385512933d9238e78c79f69224bd46062c3e8', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/BSCEGSinclair_0.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/GRILL Independent Study (unfunded).docx'), size=6566308, hash='88d313ae259727d8abf8e198052f573cd550471e61bdb7fd79c042602d2a3012', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GRILL Independent Study (unfunded).docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/backup-1.swift'), size=6326, hash='3edf9867885ef68ba0bf9ef905a11d297f8c7e4a39be38388a10dc23ccbe02f8', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/backup-1.swift'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/backup.log'), size=108541, hash='977fa6d7808162c7a1606e9e55ee96b03119c4e22c5c4cbcde7aa5fbfb9514d2', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/backup.log'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/HP StreamSmart 410 User Guide.pdf'), size=1084904, hash='d06a774ebd6217c0d248a59c7c3687d157af9d853f89f17e7097a89c898577d7', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/HP StreamSmart 410 User Guide.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/HP11C_manual.pdf'), size=11693154, hash='56d43c900998b00b1a7fb86c5e3f4d660868aa3f5b335e772b6f7572f1812c32', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/HP11C_manual.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/Program- Computer Engineering, B.S. - Texas Tech University - Acalog ACMS™.webloc'), size=287, hash='9a5feb1f0ed55e3275196efd483cfe5508022956924f556d1b76fcd90bbbcde1', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Program- Computer Engineering, B.S. - Texas Tech University - Acalog ACMS™.webloc'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/Academics - Naval Postgraduate School.webloc'), size=259, hash='1867cc977878655792c948c966c1f3467e5f49301a171fc70d7c1ae8d9be2a04', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Academics - Naval Postgraduate School.webloc'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/errors.log'), size=0, hash='e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/errors.log'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/rsync-warnings.log'), size=0, hash='e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/rsync-warnings.log'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/vmware-order.pdf'), size=235601, hash='c4e9168a76a16a273c40b15d479b4b193629e9f4727312e12b7f28bd83d0bf88', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/vmware-order.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/backup-status.log2'), size=0, hash='e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/backup-status.log2'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/HP Prime Graphing Calculator Users Guide 2.pdf'), size=9818336, hash='43bdd027bc986c39c4b6d88dea307accf0f5b8b2f929b0c1fa4bd6b4a4d7ef0f', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/HP Prime Graphing Calculator Users Guide 2.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/File_Monitor.swift'), size=4580, hash='3ec18ad2f5e820d5e0a52c07d87d5b7ca0b11f3f35f03628a8f6fd449c0ff38c', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/File_Monitor.swift'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/Wright-State-University'), size=884, hash='e440f2634fed1f63eb815bcc6073f8a4dba4f27b570a57ce3cc81ae6497ddefd', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Wright-State-University'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/HP11C-QRG.pdf'), size=69103, hash='8c74c1e0578a482b631fa73a40b6c1e63e79330b0f49840b8c9c8fd6f9f72bc2', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/HP11C-QRG.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/FileSystemMonitor.plist'), size=1501, hash='dac359bb072bf1f7baf9d2b29a601415161251a6d93f5cc84489f77ee7f061dc', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/FileSystemMonitor.plist'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Education/backups.scpt'), size=11282, hash='f07919e971e81d3be125a5ba1fbd1800752623dcfd764b9edadf940312c91df9', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/backups.scpt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/resumes/Canady-Timothy-Resume.docx'), size=33359, hash='824a4be9ef42c061b34405da84993c8dc7d5da619e097c8944dd581e3086dc78', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Canady-Timothy-Resume.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/resumes/canadytw-October2020.pdf'), size=109095, hash='f7668f8fd7077dd2d683957b4755743a0e3de9c2c3c84c14724a30880146d4c2', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/canadytw-October2020.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/resumes/Canady-Timothy-Resume-v1.3.pdf'), size=209081, hash='0af3d7d2240e87c9a879effe37bc2b38572401a0339ce3e4d1d4a61253c3c123', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Canady-Timothy-Resume-v1.3.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/3 RYOI Spring Review 2020 Final.pptx'), size=4282929, hash='86546be59177d21689137c4e9586cb3c56a684d31be9741b7942a663c3be24a5', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/3 RYOI Spring Review 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/TeeleworkCert.pdf'), size=364969, hash='aa444220ff85f14df5c5f276a3e9b27dadccf86578f172cc6a0beddad2830090', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/TeeleworkCert.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2018-DoD_Appraisal.PDF'), size=1146210, hash='aa273a2fe738e017d670e1984b2e734201134fa3a51fe7f1b01511cb30dd925b', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2018-DoD_Appraisal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Favorites.zip'), size=473698, hash='e9e9ecdc7ecf29e2f31102125e9789de188b6441de5309c6fbfe60e3c462afe5', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/Favorites.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/WPAFB Telework Capabilities v2.pdf'), size=668933, hash='20cb0c5679444270f3b695db3b8ebc49007186e3a4af628469faa8b43aba6756', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/WPAFB Telework Capabilities v2.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/6 RYOY Spring Review 2020 Final.pptx'), size=12270371, hash='07b5a2bd6fdce09dbcfdffbc850d2e831062b0c9928259d378d78fdb90c087c3', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/6 RYOY Spring Review 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/windows10.0-kb4580346-x64_1b5d07a6251f5794fe6a6c0069d39d302c5412d3.msu'), size=1679976178, hash='METADATA_ONLY', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/windows10.0-kb4580346-x64_1b5d07a6251f5794fe6a6c0069d39d302c5412d3.msu'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Notification of Mission Essential During COVID - TC - Signed.pdf'), size=237161, hash='85f78f97d140a2e9ed79bce96b04fd413829ef8deb2845c6961a324e9678553a', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Notification of Mission Essential During COVID - TC - Signed.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Air Force STEM _ Research Junior System Analyst.pdf'), size=114496, hash='40e881a01b7fd62d178727565bac929336874d97995cd98aba11f90671baec93', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Air Force STEM _ Research Junior System Analyst.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/12-302.pdf'), size=209824, hash='d8f9c65d8811ad9a54ce2348fc7aa53fdf91a3c6d5f90b392e11e9effc042985', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/12-302.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2019-DoD_Appraisal.PDF'), size=1148065, hash='7367f1b8a974bff08b5edffe097aad46a784dfcd4712b560d74d752f27380738', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2019-DoD_Appraisal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/MYBIZ_CHEATSHEET.pdf'), size=80484, hash='fe72a5bf598f21a833f622f5624516a4cf93b82d21b787568894e2310a41e6f0', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/MYBIZ_CHEATSHEET.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/uninstall_flash_player_osx.dmg'), size=1680068, hash='632f55db442135ff72dca0905d9ddc817d39f226b4b6b6b653927957e1f6ebba', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/uninstall_flash_player_osx.dmg'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Firewall Exception Request 665.pdf'), size=103460, hash='d22f4dbb1473b087b1b60665a97e5fdb4df75defa821f5233619486f163af00d', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Firewall Exception Request 665.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/us-rfa-digital-twin-5x5-final.pdf'), size=4039210, hash='b4103ae350cd69c2e5419ea73615adc92bfa75f132cbfc0b646a0fc363fb6fab', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/us-rfa-digital-twin-5x5-final.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Roadmap to Telework Success Quiz.pdf'), size=369212, hash='5f27b93a92e4a2eb187ab0bfe67bab743a7b78115a4cafce59491b2023091668', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Roadmap to Telework Success Quiz.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/NOTAM 2020-280-009_OWA URL Consolidation.pdf'), size=220994, hash='12de7758b05534e6802369c989058ca2743d2bc45162ca4e2ec7da5a2b33e5e6', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/NOTAM 2020-280-009_OWA URL Consolidation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/FERT-ProxyException.pdf'), size=103637, hash='6094bbc5064cf95a696c2799bbb4854dfdd783d0f5ebcbf50f23d221fe9bbe1d', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/FERT-ProxyException.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/RYWA Project Template .pptx'), size=1968090, hash='de2451c5a9997bc9ebc5401606646db1edc25a0092b7ce12e502141ce9f1fc2b', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/RYWA Project Template .pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/SecUpd2020-002HighSierra.dmg'), size=2118928427, hash='METADATA_ONLY', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/SecUpd2020-002HighSierra.dmg'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/CS225-U1A-Summer2020.pdf'), size=57673, hash='6e4579ffde63a7026f73ec7c7b37efa4361f2c042b66cd6426636900c9888f49', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/CS225-U1A-Summer2020.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Firewall Exception Request 653.pdf'), size=115682, hash='0f1dc0405e0c725c43c40bb239d2e6860af2cbe589032633e09ab228dca341bd', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Firewall Exception Request 653.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Windows6.1-KB2868725-x86.msu'), size=1682484, hash='bbb03fee805bec2201184e8fedb61fbb2a18a1de73c0ef2c05db95c7b544f063', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Windows6.1-KB2868725-x86.msu'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/(CUI) ASSURANT-DevSecOps PRE_RRB_v4.pptx'), size=1731683, hash='894e4513128101ac53769860a826b947b4ad9beff33cb5b51bf35a3abd81b634', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/(CUI) ASSURANT-DevSecOps PRE_RRB_v4.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/message.txt'), size=2587, hash='205a28ece6d758eef23b79ba656a2a7a4364e4225b5aeaab6862d12a85691344', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/message.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/timothy.canady-1.zip'), size=4123069799, hash='METADATA_ONLY', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/timothy.canady-1.zip'))
(FileInfo(path=PosixPath("/Users/canadytw/Documents/Work-Info/letter-of-appreciation-SeanO'Rourke.pdf"), size=83788, hash='99997ce41ab06153998ed36486b019ca4b5edaea5a155ebc5f644aa0ecf85442', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath("/Users/canadytw/SortedPreview/document/letter-of-appreciation-SeanO'Rourke.pdf"))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/RYWA Project Template for Abductive Cyber Resiliency r1.pptx'), size=1960510, hash='cc7405f6d6a44c5f4a320cee356e95732cd8447e94aa0023e2b64209f431c6a2', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/RYWA Project Template for Abductive Cyber Resiliency r1.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Essentials of Telework.pdf'), size=368018, hash='359f7a6ec1974d5bc3b469561d62124b509aa879d49476e23b7629f822032c63', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Essentials of Telework.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2020-1-DoD_Appraisal.PDF'), size=1147511, hash='6fcae2493bc18be0b1e7f412a71f302bcd9be835118b0b92ef3902d91d5d19ec', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2020-1-DoD_Appraisal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/timothy.canady-2.zip'), size=1044822, hash='8da8aba2b83964b402a4b1582b6829e463b7755200dcd78d5ea55b2e94eac914', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/timothy.canady-2.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2012Servers.txt'), size=521, hash='0cfb66d1ac7ac0db296eaad4c773d57ccde97ce58d65385c09361b27c7f17d96', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2012Servers.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/5 RYOX Spring Review 2020 Final.pptx'), size=3615570, hash='0d424f05e0e6d03bf0d359eab4903763dec71d6f783e27a8137dc12bbc091a70', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/5 RYOX Spring Review 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Remotely Approve UAMDM.scpt'), size=10430, hash='e3b0d7a70a740c4df55681b8f24821b7541c5cfaec9574574f4b568852894ac7', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Remotely Approve UAMDM.scpt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Firewall Exception Request NEW.pdf'), size=102431, hash='ffb682678f8ec309df44adebf1f50a20a4ed3cf7eb5782fa38bfb123298c6cef', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Firewall Exception Request NEW.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Performance-Evaluation-documentation.docx'), size=16250, hash='16c81df9ef1859dad7084e999fc25c0e9022ad4cd3ea8d5de45f1082741eb7e0', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Performance-Evaluation-documentation.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/4 RYOM Spring Review 2020 Final.pptx'), size=5790097, hash='6badabe103af4e3cd4b78de6cd7cd799d67856c83f2ac4c08c17366dcbdd4033', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/4 RYOM Spring Review 2020 Final.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/civilianCareerBrief.pdf'), size=70949, hash='2639ade412d84f0debd8383747710ac9fe342b30a90beb95558045d93f8220db', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/civilianCareerBrief.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/tech_data (140.32.184.107) - Shortcut.lnk'), size=1619, hash='8d4783d47eb6523a9cf40b8d16b6fd55f6fa63b2eba7cccafb59ce0b34ba7ba5', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/tech_data (140.32.184.107) - Shortcut.lnk'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Macintosh OSX VPN and Remote Desktop Instructions.docx'), size=14055, hash='70fe33659b704c97ef5d5c8fc7f643dee0a5ffa7b88efcfbc669b58ea49edf76', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Macintosh OSX VPN and Remote Desktop Instructions.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/PIIFOUO RYOD Recall Roster_RYOD_update 3172020.pptx'), size=55741, hash='a643492da75c464040dfb1b52c952a8de8364d867ffca99f194f670bff054b4b', type='presentation', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/presentation/PIIFOUO RYOD Recall Roster_RYOD_update 3172020.pptx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/A Probabilistic Graphical Model Foundation for copy.pdf'), size=1629758, hash='49077ccf3f2cee10cb5e2ae73a73e7b31904e79477ee91d91d42e9487b618881', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/A Probabilistic Graphical Model Foundation for copy.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Skills and Processes.pdf'), size=368753, hash='226d4aee93993bba698ef6f7e385a36e73d387331ad2a6b5ceedae4e0de8c8fb', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Skills and Processes.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/AFRL Org Chart.pdf'), size=679006, hash='04bc78cba2962038711bd37ceca1d7991ab4ff2ce9a8cd63488db5ea42c2668a', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/AFRL Org Chart.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/DigiCertUtil.exe'), size=3086840, hash='1f0b80db162ebdb0b1c84e57fca2396aaa5b477b62dee570ad69ef2321116fef', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/DigiCertUtil.exe'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/replace_names.pl'), size=50106, hash='fb8208bab380630e6fda99939428d3527155a6bf0b7eed781664e7b6d38caec2', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/replace_names.pl'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Docker-on-mac.png'), size=651341, hash='81f748b897f00db027492ef6cac8b670310e9b315114b9a9bd21524d4142d8c4', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Docker-on-mac.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/2020-2-DoD_Appraisal.PDF'), size=1163942, hash='b40e8c4650efc7cd89de870abe26b6cf015e2185f453ab6c8003617977cffe1f', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2020-2-DoD_Appraisal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Telework-Related Topics.pdf'), size=368549, hash='fb75346054b033fd90fad5ef5e481e81b94035e923e328b1cb96d301b6b7cb3e', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Telework-Related Topics.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/RYOD Server List.xlsx'), size=18390, hash='d796727ec786edbf08af471ee9c3b3138dc2e76219c9fb86f2f04d45c942dde3', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/RYOD Server List.xlsx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Course Review.pdf'), size=368857, hash='97e574f66b5dab80a9369e244c60832942e56627519804c1d8adc471902a6746', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Course Review.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Work-Info/Archive.zip'), size=264006629, hash='METADATA_ONLY', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/Archive.zip'))
